,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,type,city
37455,0,0,3.4,6,0,73,1415,300.0,4,19
37456,0,0,3.3,22,0,73,1662,300.0,4,19
37457,0,0,3.4,5,0,73,1983,250.0,4,19
37458,1,0,3.2,11,0,73,1597,250.0,4,19
37459,0,0,3.7,113,0,24,750,500.0,4,19
37460,0,0,3.4,7,0,73,2239,500.0,4,19
37462,0,0,3.7,27,0,73,2164,250.0,4,19
37463,0,0,3.4,13,0,73,1719,300.0,4,19
37464,0,0,3.4,8,0,73,2164,250.0,4,19
37465,0,0,3.2,6,0,73,1836,250.0,4,19
37466,0,0,3.1,8,89,73,1098,300.0,4,19
37467,0,0,3.6,26,0,73,335,150.0,4,19
37469,0,0,3.2,4,89,73,1844,300.0,4,19
37474,0,0,3.3,4,89,73,335,300.0,4,19
37475,0,0,3.2,4,0,73,1098,300.0,4,19
37476,0,0,3.5,10,0,73,2191,150.0,4,19
37487,0,0,3.3,6,0,73,2174,250.0,4,19
37489,0,0,3.3,8,0,73,107,300.0,4,19
37490,0,0,3.4,6,0,73,1415,250.0,4,19
37506,0,0,3.3,6,0,82,2317,200.0,4,19
37507,0,0,3.1,10,0,75,1403,150.0,4,19
37508,0,0,3.2,4,3,50,2293,200.0,4,19
37510,0,0,2.4,77,40,73,1368,600.0,4,19
37511,0,0,3.1,32,0,73,1662,400.0,4,19
37513,1,0,3.4,155,0,73,1438,400.0,4,19
37514,1,0,3.9,35,0,73,1994,350.0,4,19
37515,0,0,3.8,30,0,73,777,300.0,4,19
37516,1,0,3.9,68,0,73,335,700.0,4,19
37517,1,0,3.7,181,0,73,1662,400.0,4,19
37518,0,0,3.1,17,0,73,1662,400.0,4,19
37519,1,0,3.8,230,40,16,555,600.0,4,19
37520,1,0,3.2,7,89,73,335,300.0,4,19
37521,0,0,3.0,7,31,73,273,300.0,4,19
37522,0,0,3.8,63,0,16,479,500.0,4,19
37523,0,0,3.3,5,89,73,2164,200.0,4,19
37524,1,0,3.4,257,40,73,382,250.0,4,19
37525,0,0,3.3,6,0,73,1463,250.0,4,19
37527,1,0,3.4,25,3,24,1662,600.0,4,19
37528,0,0,3.5,21,0,73,335,200.0,4,19
37529,1,0,3.4,16,89,24,785,800.0,4,19
37530,1,0,3.3,8,0,73,1201,400.0,4,19
37532,1,0,3.6,68,0,73,50,300.0,4,19
37533,1,0,3.4,17,0,73,2236,200.0,4,19
37534,1,0,2.9,67,0,24,2023,200.0,4,19
37535,1,0,3.9,52,0,73,2239,300.0,4,19
37536,1,0,3.3,50,0,45,1597,400.0,4,19
37539,0,1,4.5,3919,44,71,1225,1000.0,5,19
37540,0,1,4.4,1592,44,65,1551,2000.0,5,19
37541,0,1,4.8,516,44,72,995,2100.0,5,19
37542,1,0,4.6,4714,46,57,38,1500.0,5,19
37543,0,1,4.4,2391,46,25,1546,1100.0,5,19
37544,0,1,4.5,6385,46,7,1520,1600.0,5,19
37545,1,1,4.2,1372,46,25,160,1400.0,5,19
37546,1,0,3.5,9,46,7,1241,700.0,5,19
37547,1,1,4.3,582,45,65,1011,2000.0,5,19
37548,0,1,4.5,7870,43,72,18,1800.0,5,19
37549,0,1,4.3,224,43,25,1028,1200.0,5,19
37550,1,1,4.5,3996,44,29,974,1600.0,5,19
37551,0,1,4.7,4464,44,6,890,1000.0,5,19
37552,0,1,4.4,377,42,22,481,1000.0,5,19
37553,0,1,4.4,118,44,57,2046,1500.0,5,19
37554,0,1,4.5,911,43,65,943,1400.0,5,19
37555,0,1,4.6,5017,44,30,1083,1800.0,5,19
37556,0,1,4.5,2014,44,65,877,1400.0,5,19
37557,0,1,4.5,1250,43,64,41,1200.0,5,19
37558,0,1,4.5,580,45,6,1238,1000.0,5,19
37559,0,1,4.4,4096,43,7,164,1200.0,5,19
37560,0,1,4.0,2164,44,57,873,1000.0,5,19
37561,0,1,4.2,1746,43,68,732,1400.0,5,19
37562,1,1,4.3,2584,44,6,944,1200.0,5,19
37563,1,1,4.2,1181,43,68,1219,1300.0,5,19
37564,0,1,4.1,94,43,69,947,1100.0,5,19
37565,0,0,3.8,4660,45,61,1807,2000.0,5,19
37567,1,1,4.1,1798,44,68,1217,1200.0,5,19
37568,0,1,4.1,759,42,6,1662,1200.0,5,19
37569,0,0,4.0,1408,45,71,880,1000.0,5,19
37570,0,1,4.1,1244,44,60,879,1500.0,5,19
37571,0,1,3.8,155,44,69,1239,1000.0,5,19
37572,1,1,4.4,348,44,25,734,1000.0,5,19
37573,1,1,3.9,599,43,6,1236,1200.0,5,19
37574,0,0,3.8,35,43,6,2165,1000.0,5,19
37575,1,1,4.0,281,43,25,1081,1500.0,5,19
37576,0,1,3.9,599,44,71,988,1300.0,5,19
37577,0,0,4.2,272,45,71,1019,1400.0,5,19
37578,0,1,3.9,1390,44,57,983,1400.0,5,19
37579,0,0,3.8,109,43,6,1214,1500.0,5,19
37580,0,0,3.8,674,45,68,37,1700.0,5,19
37581,0,1,3.8,170,43,6,2236,1300.0,5,19
37582,0,0,3.8,152,45,71,44,1500.0,5,19
37583,0,0,3.7,68,45,6,1221,1000.0,5,19
37584,1,1,3.7,1015,45,6,915,1300.0,5,19
37585,0,0,3.5,11,41,57,1214,1600.0,5,19
37586,0,0,3.0,25,45,6,1221,2300.0,5,19
37587,0,0,3.8,29,45,6,1662,800.0,5,19
37588,0,0,3.3,4,43,6,1662,1000.0,5,19
37589,0,1,3.7,81,45,57,1214,1200.0,5,19
37590,0,1,4.4,1178,0,25,1891,1100.0,5,19
37591,0,1,4.3,1559,40,68,1235,1200.0,5,19
37592,0,1,4.0,171,0,6,1214,1100.0,5,19
37593,0,0,3.9,234,49,7,1361,1000.0,5,19
37594,0,1,4.0,137,89,6,1236,1000.0,5,19
37595,0,0,3.0,16,0,6,1597,1000.0,5,19
37596,0,0,3.5,39,0,6,1214,1200.0,5,19
37598,0,1,4.5,6384,46,7,1520,1600.0,6,19
37599,0,1,4.4,2400,46,25,1546,1100.0,6,19
37600,0,1,4.5,3923,44,71,1225,1000.0,6,19
37601,1,1,4.4,461,46,25,1597,1500.0,6,19
37603,1,1,4.2,1372,46,25,160,1400.0,6,19
37604,0,1,3.9,283,46,25,1017,1000.0,6,19
37605,1,0,3.5,9,46,7,1241,700.0,6,19
37606,0,1,4.7,10550,44,25,1829,1400.0,6,19
37607,1,1,4.5,3177,44,25,1712,1500.0,6,19
37608,0,1,4.8,524,44,72,995,2100.0,6,19
37609,0,1,4.5,2601,44,7,989,1300.0,6,19
37610,0,0,4.2,2380,44,68,1222,1400.0,6,19
37611,0,1,4.5,7871,43,72,18,1800.0,6,19
37612,0,1,4.3,226,43,25,1028,1200.0,6,19
37613,1,1,4.9,2256,44,25,172,1500.0,6,19
37614,0,1,4.7,4470,44,6,890,1000.0,6,19
37615,0,1,4.6,5024,44,30,1083,1800.0,6,19
37616,0,1,4.5,1251,43,64,41,1200.0,6,19
37617,0,1,4.5,582,45,6,1238,1000.0,6,19
37618,0,1,4.4,4096,43,7,164,1200.0,6,19
37619,0,1,4.2,1746,43,68,732,1400.0,6,19
37620,1,1,4.2,2589,44,6,944,1200.0,6,19
37621,1,1,4.2,1181,43,68,1219,1300.0,6,19
37622,0,1,4.2,96,43,69,947,1100.0,6,19
37623,1,1,4.3,553,44,30,1758,1000.0,6,19
37624,1,1,4.4,391,44,25,1521,1500.0,6,19
37625,0,1,4.1,822,43,25,59,800.0,6,19
37626,1,1,4.1,1798,44,68,1217,1200.0,6,19
37627,0,1,4.1,760,42,6,1662,1200.0,6,19
37628,0,0,4.0,1408,45,71,880,1000.0,6,19
37629,1,1,4.1,403,44,18,585,1200.0,6,19
37630,0,1,3.8,157,44,69,1239,1000.0,6,19
37631,1,1,4.4,348,44,25,734,1000.0,6,19
37632,0,0,3.9,70,25,6,1662,1500.0,6,19
37633,1,1,3.9,599,43,6,1236,1200.0,6,19
37634,0,0,3.8,36,43,6,2165,1000.0,6,19
37635,1,1,4.0,281,43,25,1081,1500.0,6,19
37636,0,1,3.9,600,44,71,988,1300.0,6,19
37637,0,0,4.2,272,45,71,1019,1400.0,6,19
37638,0,0,3.0,39,44,68,1214,1000.0,6,19
37639,0,0,3.9,109,43,6,1214,1500.0,6,19
37640,0,0,3.8,674,45,68,37,1800.0,6,19
37641,0,1,3.8,170,43,6,2236,1300.0,6,19
37642,0,0,3.8,152,45,71,44,1500.0,6,19
37643,0,0,3.7,68,45,6,1221,1000.0,6,19
37644,1,1,3.7,1016,45,6,915,1300.0,6,19
37645,0,0,3.0,25,45,6,1221,2300.0,6,19
37646,0,0,3.8,29,45,6,1662,800.0,6,19
37647,0,0,3.3,4,43,6,1662,1000.0,6,19
37648,1,1,4.6,1897,40,25,1972,1200.0,6,19
37649,0,1,4.4,1181,0,25,1891,1100.0,6,19
37650,0,1,4.3,1559,40,68,1235,1200.0,6,19
37651,0,1,4.0,171,0,6,1214,1100.0,6,19
37652,0,0,3.8,158,22,58,951,1300.0,6,19
37653,0,0,3.9,234,49,7,1361,1000.0,6,19
37655,0,1,4.0,137,89,6,1236,1000.0,6,19
37656,0,0,3.0,16,0,6,1597,1000.0,6,19
37657,0,0,3.5,39,0,6,1214,1200.0,6,19
37658,0,0,3.3,5,40,25,1949,700.0,6,19
37662,0,1,3.8,110,65,24,2212,1600.0,0,20
37663,0,1,4.4,2133,50,46,1819,2200.0,0,20
37664,1,1,3.8,203,70,24,1748,1200.0,0,20
37665,1,1,4.3,771,50,24,2073,1400.0,0,20
37666,0,1,4.2,337,50,25,1897,1000.0,0,20
37667,0,0,4.3,461,50,29,218,1500.0,0,20
37668,1,1,4.3,1053,50,24,1346,1600.0,0,20
37669,0,0,3.1,122,50,25,1807,1200.0,0,20
37670,0,1,4.6,2211,70,24,1516,1800.0,0,20
37671,1,1,4.2,4748,12,24,1679,1500.0,0,20
37672,1,1,4.3,3150,51,24,1949,1500.0,0,20
37673,1,1,3.9,1937,51,24,2360,2100.0,0,20
37674,0,0,4.6,986,51,46,2351,3000.0,0,20
37675,1,1,4.5,1122,12,25,280,1200.0,0,20
37676,1,1,4.5,1418,12,25,704,1700.0,0,20
37677,1,0,4.0,3232,12,24,1929,750.0,0,20
37678,0,0,4.3,696,51,46,1092,3000.0,0,20
37679,0,1,3.8,51,51,24,211,1500.0,0,20
37680,0,0,4.1,1014,69,24,1710,500.0,0,20
37681,0,1,4.1,342,65,46,1364,2500.0,0,20
37682,1,0,4.0,55,8,24,1385,1500.0,0,20
37683,0,1,4.3,619,69,46,1832,3400.0,0,20
37684,0,0,4.0,53,70,46,182,2000.0,0,20
37685,0,1,4.3,330,70,24,1777,1200.0,0,20
37686,0,1,4.0,930,8,24,2070,800.0,0,20
37687,1,0,4.0,166,70,25,1597,1700.0,0,20
37688,1,1,4.3,564,77,24,791,1200.0,0,20
37689,0,1,3.9,312,69,46,1864,2000.0,0,20
37690,1,1,4.0,188,78,25,1882,1300.0,0,20
37691,1,0,3.9,158,28,24,848,1300.0,0,20
37692,1,0,3.9,158,28,24,848,1300.0,0,20
37693,1,1,3.8,200,51,24,1347,1600.0,0,20
37694,0,1,4.1,274,51,46,1359,3000.0,0,20
37695,1,0,4.1,118,70,24,887,1000.0,0,20
37696,0,0,2.8,254,28,24,1662,1000.0,0,20
37697,0,0,2.8,132,8,24,1986,650.0,0,20
37698,0,0,3.9,90,80,24,1919,1400.0,0,20
37699,0,1,4.0,102,69,24,1597,1900.0,0,20
37700,0,0,3.0,108,51,24,1807,800.0,0,20
37701,0,0,3.7,145,70,26,792,1000.0,0,20
37702,0,0,3.5,29,70,6,1232,2200.0,0,20
37703,0,0,2.9,31,77,24,958,1000.0,0,20
37704,0,1,3.9,105,8,24,808,1000.0,0,20
37705,0,0,3.0,31,51,24,1662,1000.0,0,20
37706,0,0,3.8,23,28,24,1974,800.0,0,20
37707,0,0,3.8,67,70,24,2164,500.0,0,20
37708,0,1,3.8,52,28,24,1032,1100.0,0,20
37709,0,0,3.3,13,70,24,1662,600.0,0,20
37710,0,0,3.5,10,8,24,1709,700.0,0,20
37711,0,0,3.8,51,70,24,1819,1200.0,0,20
37712,0,0,2.3,116,70,24,837,650.0,0,20
37713,0,1,4.3,162,82,46,19,2800.0,0,20
37714,0,1,4.4,1082,82,24,1831,1600.0,0,20
37715,0,1,4.1,309,74,46,1822,4100.0,0,20
37716,0,1,4.3,429,85,47,1863,3400.0,0,20
37717,0,1,4.1,327,15,57,1923,1300.0,0,20
37718,1,1,4.2,476,15,24,1768,1700.0,0,20
37719,1,1,3.8,91,15,24,1969,1800.0,0,20
37720,0,1,3.8,21,4,24,1615,800.0,0,20
37721,0,0,3.1,46,15,24,174,1000.0,0,20
37722,0,1,3.9,158,15,24,1996,1100.0,0,20
37723,0,1,3.7,41,53,24,1774,700.0,0,20
37724,0,0,3.7,18,74,46,921,2000.0,0,20
37725,0,0,3.3,13,85,24,1825,600.0,0,20
37726,0,0,3.8,88,53,24,1988,750.0,0,20
37727,1,1,4.2,2720,51,16,568,1200.0,1,20
37728,1,1,4.3,968,12,16,545,750.0,1,20
37729,1,0,4.4,1106,50,2,228,600.0,1,20
37730,0,0,4.3,526,50,2,2096,1400.0,1,20
37731,0,0,4.1,388,50,16,479,1100.0,1,20
37732,0,1,3.7,93,50,17,504,1000.0,1,20
37733,0,0,4.1,104,50,23,643,1200.0,1,20
37735,0,0,4.6,2289,12,16,670,1100.0,1,20
37736,1,1,4.2,2854,69,26,1376,800.0,1,20
37737,0,0,4.5,3589,80,16,486,900.0,1,20
37738,1,1,4.4,721,51,26,9,1700.0,1,20
37739,0,1,4.1,1730,12,16,546,1000.0,1,20
37740,0,0,4.4,2645,12,16,479,600.0,1,20
37741,0,1,4.1,568,51,26,1866,2500.0,1,20
37742,1,0,4.2,3569,12,16,630,650.0,1,20
37743,0,0,4.3,72,69,16,652,400.0,1,20
37744,0,0,4.3,792,12,19,624,900.0,1,20
37745,1,1,4.1,60,51,16,616,800.0,1,20
37746,1,0,4.1,117,70,16,213,700.0,1,20
37747,0,0,4.0,1460,51,40,1062,450.0,1,20
37748,1,0,4.1,481,12,16,495,700.0,1,20
37749,1,0,4.3,1135,28,16,603,800.0,1,20
37750,0,0,4.0,27,8,16,479,450.0,1,20
37751,0,1,3.9,300,77,16,626,750.0,1,20
37752,0,0,4.2,50,70,16,479,300.0,1,20
37753,1,0,3.6,96,28,19,526,650.0,1,20
37754,0,0,3.9,35,51,16,592,700.0,1,20
37755,1,0,4.1,118,51,17,500,500.0,1,20
37756,0,0,4.2,620,8,16,522,500.0,1,20
37758,1,0,3.4,9,78,16,479,300.0,1,20
37759,1,0,3.9,87,69,43,1048,400.0,1,20
37760,1,0,3.8,75,8,16,492,650.0,1,20
37761,0,0,4.0,31,70,16,479,800.0,1,20
37762,1,0,3.8,68,12,12,691,500.0,1,20
37763,0,0,3.8,23,51,14,289,350.0,1,20
37764,0,0,3.6,8,8,73,903,800.0,1,20
37765,1,0,3.4,122,69,16,513,600.0,1,20
37766,0,1,3.9,316,51,16,566,800.0,1,20
37767,0,0,3.7,35,77,16,479,300.0,1,20
37768,0,0,3.7,145,70,26,792,1000.0,1,20
37769,0,0,3.0,11,12,16,601,700.0,1,20
37770,0,0,3.7,16,51,16,479,250.0,1,20
37771,0,0,3.9,74,80,16,532,500.0,1,20
37772,0,0,2.8,46,8,16,561,700.0,1,20
37774,0,0,3.7,50,77,16,612,550.0,1,20
37775,1,0,3.6,11,78,16,479,50.0,1,20
37776,0,0,3.2,7,8,16,479,600.0,1,20
37777,1,0,3.2,6,78,17,500,400.0,1,20
37778,0,0,3.3,6,14,16,479,400.0,1,20
37779,0,0,2.9,8,77,16,601,500.0,1,20
37780,0,0,3.6,7,51,23,601,200.0,1,20
37782,0,0,3.2,10,51,16,479,400.0,1,20
37783,0,0,3.3,9,69,16,479,400.0,1,20
37786,1,0,3.8,261,51,16,479,700.0,1,20
37787,0,0,3.6,104,8,16,566,800.0,1,20
37788,1,0,4.1,129,51,26,910,900.0,1,20
37789,0,0,3.6,12,65,16,690,800.0,1,20
37790,0,0,3.6,46,8,16,479,350.0,1,20
37792,1,1,4.7,4811,15,70,2022,1300.0,1,20
37793,0,0,4.0,31,85,20,594,1100.0,1,20
37794,1,0,4.3,657,15,20,592,750.0,1,20
37795,0,0,4.3,164,82,16,676,750.0,1,20
37796,1,0,4.1,159,85,16,626,300.0,1,20
37797,1,1,4.3,864,15,26,911,1000.0,1,20
37798,1,0,4.2,744,15,16,568,750.0,1,20
37799,0,0,4.2,116,82,26,1474,1000.0,1,20
37800,1,0,4.1,257,85,16,564,500.0,1,20
37801,0,1,3.8,25,82,16,667,2200.0,1,20
37802,1,0,3.5,20,15,16,517,500.0,1,20
37803,0,0,4.0,44,85,16,660,1100.0,1,20
37804,0,0,3.8,99,82,16,583,600.0,1,20
37805,0,0,3.8,56,85,16,479,2000.0,1,20
37809,0,0,3.1,10,13,16,479,200.0,1,20
37810,1,0,4.5,869,27,36,1275,500.0,2,20
37811,1,0,4.3,288,80,73,461,500.0,2,20
37812,1,0,3.6,382,11,36,1264,450.0,2,20
37813,1,0,4.4,402,76,37,1310,400.0,2,20
37814,1,0,3.2,118,82,73,1662,300.0,2,20
37815,1,0,4.2,69,4,73,2106,500.0,2,20
37816,1,0,4.1,240,4,73,2293,200.0,2,20
37817,1,0,3.5,58,8,73,2191,150.0,2,20
37818,1,0,3.6,112,70,73,1410,500.0,2,20
37819,1,0,4.0,1084,8,77,1056,550.0,2,20
37820,1,0,3.2,88,82,73,1774,350.0,2,20
37821,1,0,3.8,93,20,73,2079,300.0,2,20
37822,1,0,3.7,592,76,73,1209,250.0,2,20
37823,1,0,4.3,294,69,86,1918,500.0,2,20
37824,1,0,4.2,382,82,16,2054,500.0,2,20
37825,1,0,3.4,357,18,73,1597,350.0,2,20
37826,1,0,3.4,70,69,73,335,400.0,2,20
37827,1,0,4.2,3569,12,16,630,650.0,2,20
37828,1,0,3.3,262,77,24,1662,500.0,2,20
37829,1,0,3.4,83,85,86,1597,200.0,2,20
37830,1,0,3.7,82,82,73,107,300.0,2,20
37831,1,0,4.0,3236,12,24,1929,750.0,2,20
37832,1,0,3.5,57,85,73,789,150.0,2,20
37833,1,0,4.0,114,69,36,335,650.0,2,20
37834,1,0,3.8,235,77,73,2049,750.0,2,20
37835,1,0,3.8,71,4,37,1067,400.0,2,20
37836,1,0,3.3,9,70,73,433,300.0,2,20
37837,1,0,3.6,209,15,73,461,400.0,2,20
37838,1,0,3.6,17,8,24,1502,800.0,2,20
37839,1,0,3.9,376,51,84,1541,200.0,2,20
37840,1,0,3.8,99,85,36,2033,800.0,2,20
37841,1,0,4.0,152,76,24,1597,600.0,2,20
37842,1,0,4.0,629,65,43,1051,450.0,2,20
37843,1,0,4.9,1749,8,37,1041,400.0,2,20
37844,1,1,3.8,195,80,24,391,800.0,2,20
37845,1,0,4.1,206,82,73,2247,250.0,2,20
37846,1,0,4.1,166,4,73,940,500.0,2,20
37847,1,0,3.9,107,85,36,1649,500.0,2,20
37848,1,0,3.9,653,14,73,462,600.0,2,20
37849,1,1,3.2,60,80,73,1174,400.0,2,20
37850,1,0,3.2,40,50,11,294,400.0,2,20
37851,1,0,4.2,740,76,73,1187,250.0,2,20
37852,1,0,4.3,150,82,24,419,650.0,2,20
37853,1,0,3.5,30,82,73,1438,300.0,2,20
37854,1,1,4.4,3702,50,27,2032,1300.0,2,20
37855,1,0,4.6,2513,50,24,1089,1600.0,2,20
37856,1,0,3.8,23,4,11,309,100.0,2,20
37857,1,1,4.2,2720,51,16,568,1200.0,2,20
37858,1,0,3.9,75,70,73,1875,500.0,2,20
37859,1,0,3.6,12,85,86,1360,500.0,2,20
37860,1,0,3.8,68,12,12,691,500.0,2,20
37861,1,0,3.5,44,82,73,2164,100.0,2,20
37862,1,0,4.0,47,70,37,1047,300.0,2,20
37863,1,0,4.5,221,8,50,1047,450.0,2,20
37864,1,0,4.0,177,82,24,336,750.0,2,20
37865,1,1,4.7,4811,15,70,2022,1300.0,2,20
37866,1,0,3.9,107,50,73,1285,500.0,2,20
37867,1,0,4.2,84,76,73,2293,150.0,2,20
37868,1,0,3.9,105,31,73,1098,200.0,2,20
37869,1,0,3.0,165,12,73,1118,350.0,2,20
37870,1,0,4.4,1106,50,2,228,600.0,2,20
37871,1,0,2.8,110,77,24,862,500.0,2,20
37872,1,0,2.9,75,77,24,1597,500.0,2,20
37873,1,1,4.3,2047,51,24,2291,1500.0,2,20
37874,1,0,3.6,124,8,54,2369,400.0,2,20
37875,1,0,3.9,87,69,43,1048,400.0,2,20
37876,1,0,3.9,272,51,14,2349,250.0,2,20
37877,1,0,4.2,175,14,24,1592,800.0,2,20
37878,1,0,3.3,6,12,73,2040,500.0,2,20
37879,1,0,3.1,28,8,50,2087,250.0,2,20
37880,1,0,3.7,43,65,24,837,900.0,2,20
37881,1,1,4.2,404,8,7,1228,1600.0,2,20
37882,1,0,3.5,61,20,73,1368,300.0,2,20
37883,1,0,4.1,54,69,24,1276,550.0,2,20
37884,1,1,4.5,1636,15,24,1374,1300.0,2,20
37885,1,0,3.8,18,51,73,2164,200.0,2,20
37887,1,0,4.3,120,80,37,1064,400.0,2,20
37888,1,0,3.6,32,20,73,1897,700.0,2,20
37889,1,0,4.1,129,51,26,910,900.0,2,20
37890,1,0,3.3,5,20,73,1206,200.0,2,20
37891,1,0,3.0,9,20,73,2090,500.0,2,20
37892,1,0,3.7,30,82,0,239,300.0,2,20
37893,1,1,4.1,629,15,24,55,1100.0,2,20
37894,1,0,3.9,103,8,84,1541,400.0,2,20
37895,1,0,3.8,54,14,13,1052,400.0,2,20
37896,1,0,4.2,443,82,17,655,700.0,2,20
37897,1,0,4.3,579,82,16,569,700.0,2,20
37898,1,0,3.9,86,76,73,1189,200.0,2,20
37899,1,1,4.0,1024,8,24,1897,700.0,2,20
37900,1,0,3.7,136,54,24,1984,450.0,2,20
37901,1,0,3.9,149,20,37,1310,500.0,2,20
37902,1,0,3.2,65,51,56,1284,300.0,2,20
37903,1,0,3.5,12,8,24,1498,650.0,2,20
37905,1,0,3.6,44,8,56,1597,300.0,2,20
37906,1,0,4.2,94,8,73,2191,300.0,2,20
37908,1,0,3.8,62,80,24,2239,400.0,2,20
37909,1,0,3.7,25,82,73,1662,300.0,2,20
37910,1,0,4.0,70,47,36,1527,600.0,2,20
37911,1,0,2.5,22,82,24,704,1000.0,2,20
37912,1,0,3.9,113,77,73,1181,250.0,2,20
37913,1,0,4.1,79,14,75,1186,350.0,2,20
37914,1,0,3.9,111,76,37,1053,400.0,2,20
37915,1,0,3.8,122,51,73,2049,400.0,2,20
37916,1,0,2.8,302,14,24,335,500.0,2,20
37917,1,1,4.4,2239,50,48,1380,3000.0,2,20
37918,1,0,3.5,11,89,73,1120,300.0,2,20
37919,1,0,4.3,129,8,24,2351,700.0,2,20
37920,1,0,3.3,19,8,73,2331,300.0,2,20
37921,1,0,3.9,241,4,16,479,700.0,2,20
37922,1,0,3.4,18,82,73,1684,400.0,2,20
37923,1,0,4.1,46,4,11,290,400.0,2,20
37924,1,0,3.8,24,8,73,2175,350.0,2,20
37925,1,0,4.3,7568,12,57,39,1500.0,2,20
37926,1,0,3.9,148,8,50,231,450.0,2,20
37927,1,0,3.8,111,82,73,107,300.0,2,20
37928,1,0,3.6,13,4,73,2164,100.0,2,20
37929,1,0,3.9,35,8,73,1524,600.0,2,20
37930,1,0,4.1,257,85,16,564,500.0,2,20
37931,1,0,3.4,43,82,11,304,150.0,2,20
37932,1,0,3.8,28,85,36,1257,650.0,2,20
37933,1,1,4.2,2854,69,26,1376,800.0,2,20
37934,1,0,4.2,132,8,37,1303,180.0,2,20
37935,1,0,3.9,61,77,11,293,150.0,2,20
37936,1,0,4.0,29,0,0,230,500.0,2,20
37937,1,0,4.2,1770,80,24,871,750.0,2,20
37938,1,0,3.9,456,69,73,386,400.0,2,20
37939,1,0,3.0,23,4,73,2239,250.0,2,20
37940,1,0,2.6,310,77,24,1582,700.0,2,20
37941,1,0,3.8,111,15,37,239,500.0,2,20
37942,1,0,4.3,657,15,20,592,750.0,2,20
37943,0,1,4.4,2052,50,25,1270,1200.0,2,20
37944,1,0,3.1,27,76,83,1541,200.0,2,20
37945,1,0,3.3,6,82,73,2164,200.0,2,20
37946,1,1,3.9,96,8,25,1586,1300.0,2,20
37947,0,0,4.3,1720,12,57,972,1300.0,2,20
37948,1,0,3.5,58,77,73,1098,300.0,2,20
37949,1,0,3.1,8,4,73,2183,200.0,2,20
37950,1,0,3.2,4,77,74,728,300.0,2,20
37951,1,0,3.8,32,82,73,2277,200.0,2,20
37952,0,0,3.3,4,85,85,1206,100.0,2,20
37953,1,0,3.7,98,54,24,1910,550.0,2,20
37954,1,0,4.1,45,12,37,1064,300.0,2,20
37955,1,0,3.8,265,70,24,843,850.0,2,20
37956,1,0,3.9,206,80,24,1714,500.0,2,20
37957,1,0,3.8,165,4,73,2052,600.0,2,20
37958,1,0,4.0,114,51,24,1335,1000.0,2,20
37959,1,0,3.4,16,89,24,785,800.0,2,20
37960,1,0,4.1,481,12,16,495,700.0,2,20
37961,1,1,4.3,864,15,26,911,1000.0,2,20
37962,1,0,3.5,34,82,73,2293,200.0,2,20
37963,1,0,3.2,9,85,84,1543,300.0,2,20
37964,1,0,4.2,231,50,3,250,300.0,2,20
37965,1,0,4.3,327,12,24,1897,800.0,2,20
37966,1,0,3.9,227,12,24,1858,950.0,2,20
37967,1,0,3.8,59,14,83,1171,300.0,2,20
37968,1,0,3.9,366,69,24,1755,800.0,2,20
37969,1,0,3.9,22,4,37,1310,200.0,2,20
37970,1,0,3.4,36,8,0,222,150.0,2,20
37971,1,0,3.3,65,8,16,601,900.0,2,20
37973,1,0,3.7,54,4,16,510,600.0,2,20
37974,1,0,3.9,212,8,24,2058,800.0,2,20
37975,1,0,3.4,6,4,73,2310,100.0,2,20
37976,1,0,4.0,186,14,73,1189,350.0,2,20
37977,1,0,3.9,87,82,24,1722,500.0,2,20
37978,1,0,2.9,25,69,73,2315,300.0,2,20
37980,1,1,4.2,984,82,25,1251,1000.0,2,20
37981,1,0,3.7,184,8,73,1123,500.0,2,20
37982,1,0,4.1,161,80,73,2009,300.0,2,20
37983,1,0,3.6,23,77,11,294,150.0,2,20
37984,1,1,4.2,2286,80,25,1095,1400.0,2,20
37985,1,0,3.7,49,14,73,335,250.0,2,20
37986,1,1,4.4,1849,50,24,1375,1500.0,2,20
37987,1,0,4.2,744,15,16,568,750.0,2,20
37988,1,0,3.1,22,20,37,1310,250.0,2,20
37990,1,0,4.1,184,50,37,1041,550.0,2,20
37991,1,1,4.1,60,51,16,616,800.0,2,20
37992,1,0,3.1,7,8,73,1098,500.0,2,20
37993,1,1,4.1,2144,8,33,732,2000.0,2,20
37994,1,0,3.8,78,4,37,1041,300.0,2,20
37996,1,0,3.2,5,70,36,1597,350.0,2,20
37997,1,0,3.7,17,82,73,478,300.0,2,20
37998,1,0,3.5,8,20,14,294,500.0,2,20
37999,1,0,4.3,98,82,24,1498,550.0,2,20
38000,1,0,3.4,7,82,73,170,500.0,2,20
38001,1,0,3.2,5,78,73,2164,300.0,2,20
38002,1,1,4.0,938,12,25,23,1000.0,2,20
38003,1,0,3.9,170,20,73,1925,600.0,2,20
38004,1,0,3.9,65,8,74,1105,250.0,2,20
38006,1,1,4.3,772,50,24,2073,1400.0,2,20
38007,0,0,2.5,35,4,73,1098,200.0,2,20
38008,1,0,3.5,10,20,86,1047,300.0,2,20
38009,1,0,4.1,1131,8,24,15,1500.0,2,20
38010,1,0,3.1,13,70,73,1954,350.0,2,20
38012,1,0,3.4,7,76,11,283,150.0,2,20
38013,1,0,4.1,117,70,16,213,700.0,2,20
